rating_diff,player,king_pos,checker,check_square_count
white,46,bishop,18,1
white,46,bishop,38,1
white,46,knight,54,1
white,46,knight,44,1
white,46,knight,5,1
white,46,knight,28,4
white,46,knight,23,1
white,46,knight,13,2
white,46,knight,38,1
white,39,knight,36,1
white,39,knight,9,2
white,39,knight,24,4
white,39,knight,26,3
white,39,knight,52,1
white,39,knight,45,1
white,39,knight,47,1
white,39,pawn,30,1
white,39,pawn,38,4
white,39,pawn,46,6
white,39,pawn,45,4
white,39,pawn,37,1
white,39,pawn,54,2
white,39,pawn,53,1
white,39,rook,53,2
white,39,rook,4,2
white,39,rook,47,2
white,39,rook,46,5
white,39,rook,51,2
white,39,rook,43,1
white,39,rook,60,1
white,39,rook,49,3
white,39,rook,35,2
white,39,rook,59,2
white,39,rook,6,1
white,39,rook,5,3
white,39,rook,57,1
white,39,rook,29,1
white,39,rook,50,3
white,39,rook,37,1
white,39,rook,48,1
white,39,rook,62,1
white,39,rook,11,1
white,39,rook,56,1
white,39,rook,3,1
white,39,rook,58,1
white,39,rook,30,1
white,39,rook,45,1
white,39,rook,55,1
white,39,rook,40,1
white,39,rook,32,1
white,39,queen,27,3
white,39,queen,34,2
white,39,queen,33,2
white,39,queen,0,1
white,39,queen,60,1
white,39,queen,61,2
white,39,queen,59,2
white,39,queen,44,2
white,39,queen,54,1
white,39,queen,50,4
white,39,queen,26,2
white,39,queen,58,3
white,39,queen,42,1
white,39,queen,62,2
white,39,queen,21,1
white,39,queen,52,1
white,39,queen,14,1
white,39,queen,5,2
white,39,queen,12,1
white,39,queen,3,2
white,39,queen,11,1
white,39,queen,25,1
white,39,queen,16,1
white,39,queen,17,1
white,39,queen,28,1
white,39,queen,35,1
white,39,queen,47,2
white,39,queen,36,1
white,39,queen,57,1
white,39,queen,13,1
white,39,bishop,33,1
white,39,bishop,36,1
white,39,bishop,8,1
white,39,bishop,12,1
white,8,queen,44,4
white,8,queen,52,4
white,8,queen,59,3
white,8,queen,30,3
white,8,queen,33,1
white,8,queen,57,3
white,8,queen,36,4
white,8,queen,60,2
white,8,queen,37,1
white,8,queen,28,2
white,8,queen,61,1
white,8,queen,26,1
white,8,queen,42,1
white,8,queen,14,1
white,8,queen,35,1
white,8,queen,53,3
white,8,queen,29,1
white,8,queen,51,3
white,8,queen,58,1
white,8,queen,41,1
white,8,queen,27,1
white,8,queen,25,1
white,8,queen,54,1
white,8,bishop,16,1
white,8,bishop,33,1
white,8,bishop,17,2
white,8,bishop,44,1
white,8,bishop,38,1
white,8,bishop,49,1
white,8,bishop,26,2
white,8,bishop,36,2
white,8,bishop,14,1
white,8,bishop,50,1
white,8,bishop,18,1
white,8,bishop,46,1
white,8,knight,44,1
white,8,knight,60,1
white,8,knight,42,1
white,8,knight,37,1
white,8,knight,36,2
white,8,knight,46,1
white,8,knight,34,1
white,8,knight,51,1
white,8,knight,38,1
white,8,knight,53,2
white,8,knight,47,2
white,8,knight,52,1
white,8,knight,45,2
white,8,rook,59,2
white,8,rook,33,3
white,8,rook,46,2
white,8,rook,17,1
white,8,rook,48,2
white,8,rook,44,1
white,8,rook,60,2
white,8,rook,30,1
white,8,rook,5,2
white,8,rook,40,5
white,8,rook,57,2
white,8,rook,2,1
white,8,rook,42,1
white,8,rook,38,1
white,8,rook,29,3
white,8,rook,25,1
white,8,rook,54,5
white,8,rook,62,2
white,8,rook,43,1
white,8,rook,52,3
white,8,rook,58,1
white,8,rook,22,1
white,8,rook,63,1
white,8,rook,55,1
white,8,rook,61,1
white,8,rook,1,1
white,8,rook,56,1
white,8,rook,32,3
white,8,rook,41,1
white,8,rook,51,1
white,8,rook,53,1
white,8,rook,15,1
white,8,pawn,45,1
white,8,pawn,52,1
white,8,pawn,38,1
white,8,pawn,18,1
white,47,pawn,54,5
white,47,pawn,53,2
white,47,pawn,41,1
white,47,pawn,38,1
white,47,rook,28,1
white,47,rook,54,3
white,47,rook,46,4
white,47,rook,26,1
white,47,rook,42,1
white,47,rook,41,1
white,47,rook,49,2
white,47,rook,18,1
white,47,rook,45,2
white,47,rook,55,1
white,47,rook,59,1
white,47,rook,58,1
white,47,rook,56,1
white,47,queen,62,1
white,47,queen,58,4
white,47,queen,50,6
white,47,queen,59,1
white,47,queen,43,1
white,47,queen,44,2
white,47,queen,57,2
white,47,queen,49,2
white,47,queen,8,1
white,47,knight,45,1
white,47,knight,55,1
white,47,bishop,53,1
white,31,rook,63,3
white,31,rook,47,7
white,31,rook,37,4
white,31,rook,28,2
white,31,rook,49,5
white,31,rook,34,1
white,31,rook,45,4
white,31,rook,53,2
white,31,rook,32,2
white,31,rook,39,3
white,31,rook,46,6
white,31,rook,55,1
white,31,rook,54,8
white,31,rook,29,1
white,31,rook,6,4
white,31,rook,3,1
white,31,rook,42,6
white,31,rook,52,1
white,31,rook,57,2
white,31,rook,41,5
white,31,rook,33,1
white,31,rook,40,2
white,31,rook,60,3
white,31,rook,38,7
white,31,rook,48,4
white,31,rook,4,4
white,31,rook,62,1
white,31,rook,14,2
white,31,rook,13,2
white,31,rook,5,2
white,31,rook,61,2
white,31,rook,56,2
white,31,rook,36,2
white,31,rook,10,2
white,31,rook,9,3
white,31,rook,8,1
white,31,rook,11,1
white,31,rook,25,1
white,31,rook,30,2
white,31,rook,21,1
white,31,rook,59,1
white,31,rook,44,1
white,31,queen,59,2
white,31,queen,50,4
white,31,queen,54,4
white,31,queen,36,2
white,31,queen,55,2
white,31,queen,39,1
white,31,queen,30,2
white,31,queen,22,1
white,31,queen,43,5
white,31,queen,52,1
white,31,queen,34,1
white,31,queen,18,1
white,31,queen,20,3
white,31,queen,11,2
white,31,queen,35,3
white,31,queen,51,3
white,31,queen,40,1
white,31,queen,27,1
white,31,queen,53,6
white,31,queen,60,2
white,31,queen,26,2
white,31,queen,44,1
white,31,queen,61,4
white,31,queen,47,2
white,31,queen,63,3
white,31,queen,45,3
white,31,queen,29,2
white,31,queen,62,2
white,31,queen,57,1
white,31,queen,49,1
white,31,queen,42,2
white,31,queen,9,1
white,31,queen,16,1
white,31,queen,21,1
white,31,queen,58,2
white,31,queen,37,1
white,31,queen,41,1
white,31,queen,46,1
white,31,queen,10,1
white,31,queen,28,1
white,31,pawn,47,3
white,31,pawn,38,11
white,31,pawn,37,7
white,31,pawn,35,1
white,31,pawn,46,2
white,31,pawn,55,1
white,31,pawn,48,1
white,31,knight,22,1
white,31,knight,12,2
white,31,knight,52,3
white,31,knight,43,1
white,31,knight,35,1
white,31,knight,11,1
white,31,knight,36,2
white,31,knight,61,1
white,31,knight,29,1
white,31,knight,38,1
white,31,knight,53,1
white,31,bishop,53,1
white,31,bishop,42,1
white,31,bishop,26,1
white,31,bishop,35,2
white,31,bishop,9,1
white,31,bishop,44,2
white,31,bishop,29,1
white,31,bishop,36,1
white,31,bishop,52,1
white,31,bishop,59,1
white,31,bishop,38,1
white,63,rook,36,1
white,44,rook,39,1
white,44,rook,54,6
white,44,rook,55,3
white,44,rook,53,7
white,44,rook,59,3
white,44,rook,17,2
white,44,rook,37,1
white,44,rook,50,2
white,44,rook,51,2
white,44,rook,43,1
white,44,rook,57,3
white,44,rook,49,2
white,44,rook,9,1
white,44,rook,63,1
white,44,rook,62,2
white,44,rook,22,1
white,44,rook,58,1
white,44,rook,38,1
white,44,rook,30,1
white,44,rook,6,1
white,44,rook,1,1
white,44,rook,2,1
white,44,rook,3,1
white,44,rook,4,1
white,44,pawn,37,1
white,44,pawn,50,1
white,44,pawn,41,1
white,44,pawn,53,4
white,44,pawn,45,3
white,44,pawn,21,1
white,44,pawn,54,1
white,44,pawn,47,1
white,44,pawn,55,1
white,44,pawn,43,1
white,44,pawn,30,1
white,44,pawn,51,1
white,44,queen,37,6
white,44,queen,59,3
white,44,queen,43,2
white,44,queen,35,4
white,44,queen,60,1
white,44,queen,16,2
white,44,queen,9,2
white,44,queen,19,2
white,44,queen,3,1
white,44,queen,1,1
white,44,queen,8,1
white,44,queen,27,1
white,44,queen,52,2
white,44,queen,55,1
white,44,queen,61,7
white,44,queen,38,1
white,44,queen,51,2
white,44,queen,18,1
white,44,queen,45,2
white,44,queen,63,1
white,44,queen,23,1
white,44,queen,5,1
white,44,queen,53,1
white,44,queen,15,2
white,44,queen,36,1
white,44,queen,58,1
white,44,bishop,35,1
white,44,bishop,25,1
white,44,bishop,61,1
white,44,bishop,11,1
white,44,bishop,47,1
white,44,knight,45,1
white,44,knight,10,1
white,59,rook,47,1
white,59,rook,51,1
white,59,rook,40,1
white,59,bishop,61,1
white,59,queen,54,1
white,59,queen,47,1
white,59,queen,48,1
white,59,queen,11,1
white,59,queen,6,1
white,59,queen,58,1
white,50,rook,43,1
white,50,rook,31,1
white,50,rook,25,1
white,50,rook,6,1
white,50,rook,8,1
white,50,rook,49,4
white,50,rook,41,1
white,50,rook,57,2
white,50,rook,32,1
white,50,rook,51,2
white,50,rook,40,1
white,50,rook,44,1
white,50,queen,28,4
white,50,queen,23,1
white,50,queen,57,4
white,50,queen,59,3
white,50,queen,31,1
white,50,queen,61,2
white,50,queen,21,1
white,50,queen,60,2
white,50,queen,63,1
white,50,queen,36,1
white,50,queen,19,1
white,50,queen,20,1
white,50,queen,38,1
white,50,queen,2,1
white,50,queen,7,1
white,50,queen,52,1
white,50,pawn,41,1
white,50,pawn,49,1
white,50,pawn,43,1
white,50,bishop,17,1
white,41,bishop,42,1
white,41,bishop,49,1
white,41,bishop,35,1
white,41,bishop,36,1
white,41,bishop,50,1
white,41,bishop,19,1
white,41,bishop,45,1
white,41,knight,53,1
white,41,knight,62,1
white,41,knight,47,1
white,41,knight,49,2
white,41,knight,34,1
white,41,knight,42,1
white,41,knight,51,1
white,41,rook,50,1
white,41,rook,28,2
white,41,rook,53,1
white,41,rook,60,2
white,41,rook,47,2
white,41,rook,55,1
white,41,rook,39,2
white,41,rook,59,1
white,41,rook,36,2
white,41,rook,6,1
white,41,rook,30,2
white,41,rook,38,3
white,41,rook,3,1
white,41,rook,4,2
white,41,rook,5,2
white,41,rook,16,1
white,41,rook,18,1
white,41,rook,42,1
white,41,rook,17,1
white,41,queen,30,1
white,41,queen,61,1
white,41,queen,62,2
white,41,queen,59,1
white,41,queen,50,1
white,41,queen,34,1
white,41,queen,27,1
white,41,queen,60,1
white,41,queen,63,4
white,41,queen,56,2
white,41,queen,0,3
white,41,queen,6,1
white,41,queen,28,1
white,41,queen,36,1
white,41,queen,29,3
white,41,queen,2,1
white,41,queen,16,1
white,41,queen,19,1
white,41,queen,38,1
white,41,queen,15,1
white,41,pawn,39,1
white,48,queen,46,1
white,48,queen,37,2
white,48,queen,9,1
white,48,queen,19,3
white,48,queen,25,1
white,48,queen,35,1
white,48,queen,41,1
white,48,queen,49,1
white,48,queen,44,1
white,48,queen,58,3
white,48,queen,57,4
white,48,queen,56,1
white,48,queen,1,1
white,48,queen,50,2
white,48,queen,10,2
white,48,queen,12,2
white,48,queen,15,2
white,48,queen,43,1
white,48,queen,45,1
white,48,queen,13,1
white,48,queen,21,1
white,48,queen,55,1
white,48,queen,54,1
white,48,queen,30,1
white,48,rook,57,1
white,48,rook,4,1
white,48,rook,3,1
white,48,rook,2,1
white,48,rook,50,1
white,48,rook,58,1
white,48,rook,60,1
white,48,rook,62,1
white,48,rook,5,1
white,48,bishop,38,1
white,48,pawn,24,1
white,32,rook,46,1
white,32,rook,34,3
white,32,rook,54,1
white,32,rook,42,1
white,32,rook,50,1
white,32,rook,35,1
white,32,rook,36,1
white,32,rook,41,1
white,32,rook,52,2
white,32,rook,5,2
white,32,rook,53,1
white,32,rook,6,1
white,32,rook,55,1
white,32,rook,2,1
white,32,rook,1,1
white,32,pawn,41,5
white,32,pawn,45,1
white,32,pawn,25,1
white,32,queen,44,2
white,32,queen,4,1
white,32,queen,31,1
white,32,queen,14,1
white,32,queen,60,1
white,32,queen,56,1
white,32,queen,35,1
white,32,queen,34,2
white,32,queen,25,1
white,32,queen,58,2
white,32,queen,61,1
white,32,queen,57,1
white,32,queen,48,2
white,32,queen,41,1
white,32,queen,50,1
white,32,queen,40,1
white,32,queen,43,1
white,32,knight,44,1
white,32,knight,35,1
white,32,knight,20,1
white,32,knight,37,1
white,32,knight,43,3
white,32,knight,27,2
white,32,knight,39,1
white,32,knight,29,1
white,52,queen,26,1
white,52,queen,57,3
white,52,queen,37,2
white,52,queen,38,1
white,52,queen,51,2
white,52,queen,59,1
white,52,queen,43,1
white,52,queen,36,3
white,52,queen,34,2
white,52,queen,62,1
white,52,queen,63,2
white,52,queen,54,1
white,52,queen,45,2
white,52,queen,42,2
white,52,queen,33,1
white,52,queen,27,2
white,52,queen,50,2
white,52,queen,61,4
white,52,queen,0,1
white,52,queen,41,1
white,52,queen,40,1
white,52,queen,39,1
white,52,queen,44,1
white,52,queen,53,1
white,52,bishop,34,1
white,52,bishop,44,1
white,52,bishop,35,1
white,52,pawn,51,1
white,52,pawn,45,2
white,52,pawn,30,1
white,52,pawn,43,2
white,52,pawn,46,1
white,52,pawn,54,1
white,52,pawn,53,1
white,52,rook,47,1
white,52,rook,46,1
white,52,rook,53,4
white,52,rook,61,2
white,52,rook,62,1
white,52,rook,6,1
white,52,rook,63,1
white,52,knight,54,1
white,52,knight,44,1
white,52,knight,36,1
white,52,knight,55,1
white,55,pawn,46,3
white,55,pawn,30,1
white,55,pawn,54,3
white,55,rook,52,2
white,55,rook,62,2
white,55,rook,54,3
white,55,rook,38,1
white,55,rook,30,1
white,55,rook,13,1
white,55,queen,62,4
white,55,queen,46,2
white,55,queen,41,2
white,55,queen,25,2
white,55,queen,59,1
white,55,queen,60,1
white,55,queen,51,1
white,55,queen,27,1
white,55,queen,26,1
white,55,queen,0,1
white,55,queen,54,2
white,55,queen,49,1
white,55,queen,16,1
white,55,queen,47,1
white,55,queen,61,1
white,55,queen,52,1
white,55,bishop,47,1
white,55,bishop,12,1
white,55,bishop,60,1
white,33,queen,26,2
white,33,queen,37,3
white,33,queen,56,1
white,33,queen,34,3
white,33,queen,53,2
white,33,queen,54,2
white,33,queen,57,2
white,33,queen,23,2
white,33,queen,16,1
white,33,queen,7,1
white,33,queen,14,2
white,33,queen,19,1
white,33,queen,28,1
white,33,queen,31,1
white,33,queen,29,1
white,33,queen,22,1
white,33,queen,15,1
white,33,queen,60,1
white,33,queen,27,1
white,33,queen,18,1
white,33,rook,40,3
white,33,rook,44,1
white,33,rook,38,1
white,33,rook,55,3
white,33,rook,21,2
white,33,rook,13,1
white,33,rook,5,1
white,33,rook,53,2
white,33,rook,61,2
white,33,rook,51,2
white,33,rook,26,1
white,33,rook,63,2
white,33,rook,20,1
white,33,rook,47,3
white,33,rook,28,1
white,33,rook,50,1
white,33,rook,59,1
white,33,rook,60,1
white,33,rook,57,1
white,33,rook,54,1
white,33,rook,62,2
white,33,rook,48,2
white,33,pawn,47,1
white,33,pawn,26,1
white,33,pawn,49,1
white,33,pawn,48,1
white,33,pawn,40,2
white,33,pawn,46,1
white,33,pawn,23,1
white,33,pawn,41,1
white,33,knight,43,1
white,33,knight,42,1
white,33,knight,28,1
white,33,knight,29,1
white,33,knight,26,1
white,33,knight,25,1
white,33,knight,40,1
white,51,pawn,41,1
white,51,pawn,44,1
white,51,pawn,31,1
white,51,pawn,37,1
white,51,rook,39,3
white,51,rook,58,1
white,51,rook,19,1
white,51,rook,11,1
white,51,rook,27,1
white,51,rook,62,1
white,51,rook,10,1
white,51,rook,18,2
white,51,rook,61,2
white,51,rook,59,1
white,51,rook,29,1
white,51,rook,8,1
white,51,rook,9,1
white,51,bishop,35,1
white,51,bishop,28,1
white,51,bishop,52,1
white,51,queen,60,2
white,51,queen,63,2
white,51,queen,9,1
white,51,queen,18,1
white,51,queen,36,1
white,51,queen,62,1
white,51,queen,17,1
white,51,queen,58,1
white,51,queen,44,1
white,51,knight,42,1
white,51,knight,52,1
white,53,rook,26,1
white,53,rook,41,1
white,53,rook,46,1
white,53,rook,62,2
white,53,rook,54,2
white,53,rook,1,1
white,53,rook,43,1
white,53,rook,35,1
white,53,rook,44,1
white,53,queen,36,1
white,53,queen,12,2
white,53,queen,29,2
white,53,queen,60,2
white,53,queen,62,5
white,53,queen,18,1
white,53,queen,33,2
white,53,queen,44,1
white,53,queen,26,1
white,53,queen,37,1
white,53,queen,46,1
white,53,queen,19,1
white,53,queen,11,1
white,53,queen,38,1
white,53,queen,2,1
white,53,bishop,3,1
white,53,pawn,46,1
white,53,pawn,54,1
white,53,knight,45,2
white,53,knight,28,1
white,53,knight,51,1
white,61,queen,60,3
white,61,queen,52,3
white,61,queen,20,3
white,61,queen,22,1
white,61,rook,35,1
white,61,rook,43,1
white,61,knight,53,1
white,49,pawn,42,1
white,49,queen,16,1
white,49,queen,20,2
white,49,queen,38,2
white,49,queen,17,1
white,49,queen,44,1
white,49,queen,42,2
white,49,queen,34,1
white,49,queen,58,7
white,49,queen,50,2
white,49,queen,24,1
white,49,queen,27,2
white,49,queen,59,2
white,49,queen,19,1
white,49,queen,18,1
white,49,queen,31,1
white,49,queen,8,1
white,49,queen,40,1
white,49,rook,61,1
white,49,rook,28,2
white,49,rook,43,1
white,49,rook,31,1
white,49,rook,12,1
white,49,rook,27,1
white,49,bishop,14,1
white,49,bishop,34,1
white,58,rook,34,1
white,58,rook,49,1
white,58,rook,47,1
white,58,queen,59,1
white,58,queen,51,1
white,58,queen,9,1
white,58,pawn,34,1
white,54,queen,56,2
white,54,queen,61,2
white,54,queen,60,1
white,54,queen,28,1
white,54,queen,62,1
white,54,queen,52,2
white,54,queen,59,2
white,54,queen,50,3
white,54,queen,57,1
white,54,queen,43,2
white,54,queen,16,1
white,54,queen,51,1
white,54,queen,58,1
white,54,queen,42,1
white,54,queen,63,2
white,54,queen,25,1
white,54,queen,37,1
white,54,queen,45,1
white,54,queen,46,1
white,54,rook,29,1
white,54,rook,31,1
white,54,rook,23,1
white,54,rook,15,1
white,54,rook,8,1
white,54,rook,63,2
white,54,rook,45,1
white,54,rook,4,1
white,54,rook,5,1
white,54,rook,6,1
white,54,rook,17,2
white,54,rook,60,2
white,54,rook,59,2
white,54,rook,61,2
white,54,rook,58,1
white,54,rook,53,1
white,54,rook,25,1
white,54,pawn,24,1
white,54,knight,61,1
white,24,rook,60,2
white,24,rook,58,3
white,24,rook,59,2
white,24,rook,3,1
white,24,rook,42,1
white,24,rook,54,3
white,24,rook,46,1
white,24,rook,11,1
white,24,rook,44,1
white,24,rook,47,2
white,24,rook,51,2
white,24,rook,52,1
white,24,rook,53,2
white,24,rook,21,1
white,24,rook,39,1
white,24,rook,48,1
white,24,rook,14,1
white,24,rook,18,1
white,24,queen,25,2
white,24,queen,26,2
white,24,queen,30,2
white,24,queen,49,2
white,24,queen,33,2
white,24,queen,12,1
white,24,queen,53,2
white,24,queen,61,1
white,24,queen,45,1
white,24,queen,35,1
white,24,queen,11,1
white,24,queen,55,1
white,24,queen,47,1
white,24,knight,50,1
white,24,knight,60,1
white,24,knight,13,1
white,24,knight,52,1
white,24,knight,37,1
white,24,pawn,30,1
white,24,pawn,37,1
white,24,pawn,33,1
white,24,pawn,17,1
white,24,pawn,34,1
white,24,bishop,55,1
white,24,bishop,53,1
white,24,bishop,38,1
white,24,bishop,16,1
white,60,pawn,53,1
white,60,queen,45,1
white,60,queen,30,1
white,60,queen,61,2
white,60,queen,31,1
white,60,queen,58,1
white,60,knight,28,1
white,60,rook,14,1
white,60,rook,31,2
white,60,rook,39,1
white,60,rook,23,3
white,60,rook,15,2
white,60,rook,62,3
white,60,rook,63,2
white,62,rook,53,6
white,62,rook,54,2
white,62,rook,24,1
white,62,rook,58,1
white,62,rook,59,1
white,62,rook,47,1
white,62,rook,55,1
white,62,rook,20,1
white,62,rook,11,1
white,62,bishop,61,1
white,62,queen,63,1
white,62,knight,61,4
white,62,knight,55,4
white,57,rook,48,2
white,57,queen,58,1
